Table 8,,,,,,,,,,,
Offenses Known to Law Enforcement,,, ,,,,,,,,
"by State by City, 2011",,,,,,,,,,,
State,City,"Violent
crime","Murder and
nonnegligent
manslaughter","Forcible
rape",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson1
,Lillington,6,0,0,2,4,203,57,143,3,0
,Lincolnton,48,1,2,8,37,562,107,442,13,1
,Long View,21,1,2,1,17,340,151,164,25,0
,Louisburg,11,1,1,4,5,150,54,87,9,1
,Lumberton,380,6,6,145,223,"2,918",837,"1,935",146,7
,Madison,9,0,1,1,7,124,28,96,0,0
,Magnolia,1,0,0,0,1,20,10,9,1,0
,Maiden,4,0,0,1,3,137,30,102,5,1
,Marion,26,1,0,6,19,517,164,332,21,3
,Mars Hill,5,0,3,1,1,52,16,34,2,0
,Marshville,22,0,2,3,17,111,32,78,1,0
,Matthews,36,0,1,9,26,777,82,654,41,10
,Maxton,17,0,1,5,11,159,69,87,3,3
,Mayodan,10,0,0,1,9,224,19,200,5,0
,Maysville,1,0,0,0,1,16,1,15,0,0
,Mebane,58,0,5,15,38,536,95,421,20,1
,Middlesex,1,0,0,0,1,18,6,12,0,0
,Mint Hill,48,0,5,16,27,429,162,241,26,9
,Mooresville,84,1,7,22,54,"1,477",259,"1,139",79,16
,Morehead City,63,1,2,7,53,566,151,400,15,2
,Morganton,41,0,5,7,29,628,135,465,28,0
,Morrisville,16,0,3,5,8,365,73,281,11,2
,Mount Airy,59,1,3,5,50,660,128,508,24,1
,Mount Gilead,2,0,0,1,1,37,4,32,1,0
,Mount Holly,27,0,4,4,19,391,107,270,14,1
,Mount Olive,45,0,2,8,35,324,111,202,11,2
,Murfreesboro,4,0,0,2,2,102,30,71,1,0
,Murphy,22,0,0,3,19,119,21,97,1,1
,Nashville,10,2,0,3,5,160,46,104,10,1
,New Bern,175,1,10,51,113,"1,807",714,"1,053",40,4
,Newland,1,0,0,1,0,14,6,8,0,0
,Newport,4,0,0,0,4,98,44,53,1,3
,Newton,23,0,5,10,8,601,172,396,33,4
,North Topsail Beach,0,0,0,0,0,4,2,1,1,0
,North Wilkesboro,25,0,1,8,16,276,49,222,5,1
,Oxford,112,1,6,33,72,695,285,398,12,3
,Pilot Mountain,1,0,0,0,1,103,21,80,2,0
,Pinebluff,4,0,0,2,2,16,9,7,0,0
,Pinehurst,8,0,0,3,5,103,2,99,2,0
,Pine Knoll Shores,2,0,0,0,2,64,21,43,0,0
,Pinetops,12,0,0,5,7,39,11,28,0,0
,Pineville,43,0,2,23,18,"1,224",112,"1,086",26,10
,Pittsboro,14,0,1,2,11,66,9,50,7,1
,Raeford,38,0,1,15,22,320,70,234,16,1
,Raleigh,"1,724",17,127,680,900,"13,242","2,985","9,343",914,84
,Ramseur,2,0,0,1,1,90,32,57,1,0
,Randleman,11,0,3,5,3,288,47,239,2,1
,Red Springs,44,1,4,9,30,283,98,173,12,6
,Reidsville,45,0,5,13,27,895,230,647,18,2
,Richlands,3,0,0,1,2,26,4,17,5,0
,River Bend,2,0,0,0,2,9,7,2,0,0
,Roanoke Rapids,62,2,7,19,34,864,306,539,19,4
,Robbins,6,2,0,1,3,40,5,35,0,1
,Robersonville,18,1,0,5,12,54,20,33,1,0
,Rockingham,49,0,3,26,20,"1,070",197,856,17,6
,Rockwell,3,0,0,0,3,51,18,31,2,0
,Rocky Mount,569,12,13,151,393,"3,916","1,146","2,625",145,19
,Rolesville,5,0,0,0,5,80,49,30,1,0
,Rowland,7,0,0,5,2,49,23,22,4,0
,Roxboro,66,2,3,19,42,515,131,371,13,1
,Rutherfordton,5,0,0,3,2,142,43,97,2,0
,Salisbury,223,3,10,86,124,"2,264",478,"1,697",89,8
,Sanford,82,4,0,33,45,960,239,675,46,2
,Scotland Neck,14,0,1,2,11,111,56,55,0,0
,Selma,51,0,3,14,34,428,193,216,19,1
,Shallotte,20,0,0,7,13,209,74,130,5,0
,Shelby,108,0,9,36,63,847,295,516,36,8
,Siler City,19,0,2,6,11,374,86,277,11,1
,Smithfield,98,1,3,22,72,823,181,617,25,3
,Southern Pines,81,1,0,21,59,478,121,340,17,4
,Southern Shores,4,0,2,0,2,65,25,39,1,0
,Southport,3,0,0,2,1,111,10,97,4,1
,Sparta,3,0,2,1,0,48,10,35,3,0
,Spencer,33,1,1,8,23,204,89,111,4,4
,Spring Hope,3,0,0,1,2,36,11,25,0,0
,Spring Lake,33,0,1,3,29,594,220,352,22,2
,Spruce Pine,3,0,3,0,0,58,3,53,2,0
,Stallings,17,0,1,8,8,235,41,189,5,0
,Stanley,11,0,2,4,5,116,32,82,2,0
,Star,1,0,0,0,1,27,2,25,0,0
,Statesville,250,3,16,55,176,"1,884",548,"1,238",98,8
,Stoneville,2,0,0,0,2,51,11,40,0,0
,St. Pauls,7,0,0,2,5,138,51,87,0,1
,Sunset Beach,1,0,0,1,0,76,40,35,1,0
,Surf City,14,0,1,2,11,156,76,76,4,0
,Swansboro,10,0,3,2,5,99,17,78,4,0
,Sylva,22,2,1,2,17,195,44,146,5,2
,Tabor City,18,2,1,6,9,193,34,148,11,3
,Tarboro,68,0,4,10,54,493,125,357,11,0
,Taylorsville,3,0,1,0,2,199,53,143,3,1
,Thomasville,130,3,9,35,83,"1,266",311,934,21,5
,Trent Woods,1,0,0,0,1,58,10,42,6,0
,Troutman,10,0,0,1,9,75,22,53,0,0
,Troy,19,0,0,0,19,159,23,130,6,0
,Tryon,3,0,0,0,3,57,30,25,2,1
,Valdese,7,0,0,2,5,65,22,39,4,0
,Vass,2,0,0,1,1,27,2,25,0,0
,Wadesboro,63,2,7,12,42,479,62,406,11,3
,Wake Forest,45,1,2,10,32,725,94,618,13,1
,Wallace,15,0,5,4,6,182,38,138,6,1
,Walnut Cove,1,0,1,0,0,42,7,34,1,0
,Warrenton,3,0,0,1,2,29,5,23,1,0
,Warsaw,6,0,0,4,2,187,77,109,1,0
,Washington,76,0,5,23,48,677,156,500,21,5
,Waxhaw,23,0,4,1,18,192,51,137,4,3
,Waynesville,21,0,1,2,18,431,152,248,31,1
,Weaverville,4,0,1,1,2,228,9,218,1,0
,Wendell,12,0,4,1,7,124,38,80,6,2
,West Jefferson,0,0,0,0,0,68,6,58,4,0
,Whispering Pines,0,0,0,0,0,14,4,10,0,0
,Whitakers,4,1,0,2,1,19,5,14,0,0
,White Lake,5,0,0,0,5,70,11,54,5,0
,Whiteville,52,1,2,15,34,553,106,428,19,3
,Wilkesboro,10,0,1,1,8,402,35,359,8,1
,Williamston,60,1,5,19,35,484,157,317,10,5
,Wilmington,662,10,32,254,366,"5,708","1,454","3,843",411,23
,Wilson,244,6,8,71,159,"2,212",675,"1,420",117,6
,Wilson's Mills,10,0,2,4,4,79,41,33,5,2
,Windsor,9,0,0,2,7,64,19,42,3,0
,Wingate,15,0,1,1,13,89,28,59,2,1
,Winston-Salem,"1,565",14,93,444,"1,014","13,874","4,680","8,522",672,60
,Winterville,15,0,2,5,8,187,46,135,6,2
,Woodfin,12,0,1,2,9,119,53,59,7,0
,Wrightsville Beach,10,0,6,1,3,203,47,150,6,0
,Yadkinville,13,0,1,1,11,148,28,116,4,2
,Youngsville,0,0,0,0,0,23,3,19,1,0
,Zebulon,31,0,1,8,22,286,29,248,9,0
NORTH DAKOTA,Belfield,1,1,0,0,0,22,3,17,2,0
,Beulah,2,0,1,0,1,66,14,51,1,0
,Bismarck,166,1,27,15,123,"1,865",258,"1,494",113,4
,Carrington,1,0,0,1,0,9,6,2,1,0
,Devils Lake,33,0,8,2,23,356,71,264,21,7
,Dickinson,51,0,0,1,50,441,53,363,25,0
,Ellendale,1,0,1,0,0,21,1,20,0,2
,Fargo,384,1,42,47,294,"2,671",423,"2,120",128,13
,Grafton,12,0,2,0,10,97,16,74,7,1
,Grand Forks,133,0,32,8,93,"1,533",306,"1,130",97,6
,Harvey,2,0,0,0,2,24,7,15,2,0
,Jamestown,30,0,11,0,19,302,42,243,17,2
,Lincoln,7,1,0,0,6,24,1,19,4,0
,Linton,2,0,0,1,1,1,1,0,0,0
,Lisbon,1,0,0,0,1,42,19,21,2,0
,Mandan,44,0,5,0,39,491,66,391,34,2
,Medora,2,0,0,0,2,0,0,0,0,0
,Minot,117,6,7,5,99,773,114,593,66,5
,Napoleon,0,0,0,0,0,11,0,11,0,0
,Rolla,0,0,0,0,0,24,9,13,2,0
,Rugby,0,0,0,0,0,59,15,42,2,1
,Sherwood,0,0,0,0,0,3,3,0,0,0
,Thompson,0,0,0,0,0,6,2,3,1,0
,Valley City,2,0,2,0,0,64,14,45,5,0
,Wahpeton,9,0,3,0,6,154,20,130,4,5
,Watford City,7,0,1,0,6,56,7,43,6,0
,West Fargo,53,0,4,4,45,429,79,330,20,4
,Williston,55,0,15,2,38,388,28,285,75,0
,Wishek,1,0,0,0,1,0,0,0,0,0
OHIO,Ada,1,0,1,0,0,64,16,48,0,0
,Akron,"1,779",27,165,718,869,"10,864","4,268","5,790",806,95
,Alliance,85,2,24,20,39,979,239,715,25,6
,Amberley Village,1,0,0,0,1,47,7,38,2,0
,Amelia,0,0,0,0,0,67,4,62,1,1
,Amherst,9,0,3,3,3,240,47,187,6,1
,Arcanum,1,0,0,0,1,28,9,17,2,0
,Arlington Heights,1,0,0,1,0,25,6,18,1,0
,Ashland,17,0,9,2,6,593,99,488,6,0
,Ashville,3,0,1,0,2,81,16,61,4,1
,Athens,30,0,9,8,13,486,81,398,7,2
,Aurora,12,0,0,1,11,142,34,107,1,3
,Austintown,29,0,1,28,0,"1,344",297,995,52,0
,Barberton,67,1,8,27,31,"1,276",232,990,54,14
,Barnesville,1,0,0,1,0,14,5,9,0,1
,Batavia,2,0,0,2,0,83,10,70,3,0
,"Bath Township, Summit County",2,0,0,1,1,129,24,104,1,0
,Bazetta Township,3,0,0,0,3,222,34,185,3,0
,Beachwood,37,0,1,8,28,489,61,422,6,0
,Beavercreek,27,0,13,8,6,"1,069",90,961,18,3
,Beaver Township,6,0,0,1,5,145,55,90,0,0
,Bedford,21,0,1,4,16,616,54,510,52,1
,Bedford Heights,28,0,5,10,13,313,74,173,66,3
,Bellaire,4,0,0,1,3,31,4,24,3,1
,Bellbrook,2,0,0,1,1,63,10,53,0,1
,Bellefontaine,38,1,6,13,18,806,130,653,23,0
,Bellville,1,0,1,0,0,51,2,48,1,0
,Belpre,5,0,1,2,2,76,16,57,3,2
,Berea,8,0,2,1,5,276,35,225,16,4
,Bethel,4,0,2,2,0,163,22,140,1,0
,Bexley,10,0,1,6,3,348,70,273,5,0
,Blue Ash,9,0,1,5,3,359,51,298,10,0
,Bluffton,3,0,1,0,2,48,11,34,3,0
,Bowling Green,54,1,16,13,24,777,108,652,17,0
,Brecksville,3,0,0,1,2,71,12,58,1,0
,Brewster,0,0,0,0,0,12,2,9,1,0
,Brimfield Township,12,0,6,3,3,277,50,222,5,0
,Broadview Heights,9,0,0,3,6,58,19,36,3,0
,Brookfield Township,18,0,1,5,12,237,74,145,18,3
,Brooklyn,22,0,2,14,6,519,50,418,51,1
,Brook Park,19,0,0,4,15,151,52,77,22,1
,Brookville,3,0,2,0,1,99,15,76,8,0
,Brunswick,108,0,1,1,106,372,51,305,16,0
,Brunswick Hills Township,0,0,0,0,0,27,6,18,3,0
,Bryan,0,0,0,0,0,50,3,47,0,1
,Burton,0,0,0,0,0,3,3,0,0,0
,Butler Township,26,2,6,5,13,251,26,210,15,0
,Cadiz,1,0,0,1,0,88,31,57,0,0
,Cambridge,46,2,9,10,25,688,171,485,32,0
,Campbell,3,0,0,3,0,95,50,41,4,1
,Canal Fulton,4,0,0,1,3,84,22,58,4,0
,Canfield,0,0,0,0,0,110,9,96,5,0
,Canton,810,12,57,438,303,"4,787","1,854","2,683",250,25
,Cardington,3,0,1,0,2,33,6,25,2,0
,Carlisle,3,0,0,1,2,99,18,79,2,0
,Carrollton,17,0,0,0,17,16,7,9,0,0
,Celina,23,0,4,5,14,529,70,442,17,1
,Centerville,8,0,3,0,5,433,68,356,9,4
,Chagrin Falls,0,0,0,0,0,39,6,31,2,0
,Champion Township,9,0,1,2,6,250,60,185,5,0
,Chardon,5,0,0,0,5,107,8,99,0,4
,Cheviot,8,0,0,8,0,235,53,177,5,3
,Chillicothe,118,1,8,37,72,"2,141",426,"1,668",47,18
,Cincinnati,"3,067",61,183,"1,773","1,050","20,462","6,674","12,512","1,276",328
,Circleville,37,0,5,28,4,"1,183",262,905,16,0
,Clayton,4,0,0,2,2,208,62,129,17,1
,"Clay Township, Ottawa County",0,0,0,0,0,22,4,16,2,0
,Clearcreek Township,1,0,0,0,1,136,39,93,4,1
,Cleveland,"5,426",74,354,"3,156","1,842","25,323","10,706","10,524","4,093",319
,Cleveland Heights,143,1,7,102,33,"1,018",318,675,25,0
,Cleves,1,0,0,1,0,69,18,50,1,0
,Clyde,9,0,1,2,6,203,50,151,2,0
,Coitsville Township,1,0,0,0,1,41,14,25,2,0
,Coldwater,0,0,0,0,0,47,12,35,0,0
,Columbus,"5,185",87,565,"3,244","1,289","49,043","15,169","30,259","3,615",
,Conneaut,35,0,4,2,29,353,106,243,4,0
,Cortland,0,0,0,0,0,74,21,53,0,2
,Covington,0,0,0,0,0,37,7,28,2,0
,Crestline,8,0,2,1,5,46,18,24,4,0
,Cuyahoga Falls,60,0,11,17,32,"1,363",282,"1,017",64,4
,Dayton,"1,355",33,98,638,586,"8,323","3,121","4,569",633,149
,Defiance,13,0,4,3,6,689,85,602,2,2
,Delaware,74,1,32,20,21,"1,020",229,754,37,7
,Delhi Township,14,0,3,5,6,479,103,365,11,0
,Delphos,2,0,2,0,0,243,85,157,1,0
,Delta,1,0,0,0,1,43,11,32,0,0
,Dover,4,0,2,1,1,65,14,49,2,0
,Dublin,16,0,9,4,3,533,69,444,20,3
,Eastlake,8,1,0,2,5,480,33,437,10,3
,East Palestine,4,0,0,2,2,176,43,125,8,3
,Eaton,7,0,2,0,5,407,95,305,7,0
,Edgerton,1,0,0,0,1,17,1,16,0,0
,Elida,2,0,1,0,1,6,1,5,0,0
,Elyria,192,2,18,86,86,"2,252",703,"1,478",71,17
,Englewood,14,0,1,8,5,364,40,314,10,0
,Evendale,7,0,0,1,6,231,7,224,0,0
,Fairborn,75,0,15,48,12,"1,062",289,732,41,2
,Fairfield,112,0,6,16,90,"1,283",223,"1,015",45,4
,Fairfield Township,37,1,4,7,25,756,121,615,20,3
,Fairport Harbor,12,0,5,3,4,133,23,107,3,2
,Findlay,80,2,23,22,33,"1,993",349,"1,607",37,11
,Forest,1,0,0,0,1,36,12,23,1,0
,Forest Park,34,0,3,29,2,482,127,335,20,2
,Fort Recovery,0,0,0,0,0,11,1,10,0,0
,Fort Shawnee,1,0,1,0,0,52,15,37,0,0
,Fostoria,25,0,5,5,15,288,84,201,3,2
,Fowler,0,0,0,0,0,18,6,11,1,0
,Fredericktown,1,0,0,1,0,69,15,54,0,0
,Fremont,39,0,3,11,25,955,144,793,18,2
,Gahanna,18,0,3,7,8,830,124,687,19,6
,Galion,22,0,6,9,7,576,152,413,11,0
,Gallipolis,7,0,2,2,3,368,44,321,3,0
,Gates Mills,0,0,0,0,0,19,6,13,0,0
,Geneva-on-the-Lake,0,0,0,0,0,15,5,9,1,0
,Genoa,0,0,0,0,0,33,8,24,1,0
,Georgetown,3,0,1,0,2,198,38,157,3,1
,Germantown,2,0,1,0,1,107,22,84,1,1
,"German Township, Clark County",1,0,0,1,0,130,19,109,2,0
,"German Township, Montgomery County",0,0,0,0,0,68,20,44,4,0
,Gibsonburg,2,0,0,0,2,64,18,46,0,0
,Girard,30,0,0,6,24,367,120,242,5,11
,Glendale,0,0,0,0,0,25,8,17,0,1
,Glouster,1,0,1,0,0,75,26,49,0,2
,"Goshen Township, Clermont County",11,3,2,2,4,397,107,280,10,1
,"Goshen Township, Mahoning County",6,0,1,0,5,107,26,77,4,1
,Grandview Heights,1,0,0,1,0,115,26,87,2,0
,Granville,2,0,0,0,2,61,9,49,3,0
,Greenfield,7,0,1,6,0,281,62,208,11,2
,Greenhills,3,0,0,1,2,37,7,29,1,0
,Greenville,48,0,2,7,39,553,132,390,31,6
,Grove City,35,1,7,23,4,"1,225",201,997,27,14
,Groveport,9,0,1,1,7,126,20,99,7,0
,Harrison,5,0,0,2,3,288,24,263,1,0
,Hartville,0,0,0,0,0,55,8,47,0,0
,Haskins,1,0,0,0,1,19,1,18,0,0
,Heath,16,0,3,3,10,592,80,502,10,5
,Hebron,0,0,0,0,0,38,9,29,0,0
,Hicksville,1,0,0,0,1,45,10,35,0,1
,Highland Heights,1,0,0,0,1,115,25,85,5,0
,Hilliard,18,2,0,11,5,753,141,592,20,8
,Hillsboro,6,0,2,1,3,368,42,323,3,0
,Hinckley Township,5,0,0,2,3,60,9,48,3,0
,Holland,9,0,0,7,2,178,21,156,1,0
,Howland Township,13,0,1,4,8,527,142,374,11,0
,Hubbard,7,0,1,0,6,194,35,156,3,0
,Hubbard Township,6,0,1,0,5,148,41,99,8,0
,Huber Heights,82,1,7,45,29,"1,379",250,"1,088",41,24
,Hudson,2,0,0,1,1,135,31,104,0,0
,Huron,3,0,1,0,2,45,3,40,2,0
,Independence,2,0,0,1,1,126,24,98,4,0
,Indian Hill,0,0,0,0,0,56,10,45,1,0
,Jackson,3,0,0,3,0,352,56,288,8,0
,Jackson Center,1,0,1,0,0,10,4,6,0,0
,"Jackson Township, Montgomery County",1,0,1,0,0,32,16,12,4,0
,"Jackson Township, Stark County",33,0,4,14,15,"1,387",188,"1,161",38,6
,Jamestown,0,0,0,0,0,73,22,50,1,1
,Johnstown,1,0,0,1,0,61,5,55,1,0
,Kent,58,2,6,17,33,650,146,472,32,16
,Kettering,64,0,23,26,15,"1,266",301,907,58,8
,Kirtland,0,0,0,0,0,38,9,29,0,0
,Kirtland Hills,0,0,0,0,0,7,1,6,0,0
,Lake Township,0,0,0,0,0,101,30,67,4,0
,Lakewood,74,1,9,35,29,"1,134",254,795,85,6
,Lawrence Township,3,0,0,0,3,111,32,73,6,0
,Lebanon,36,1,12,8,15,333,51,277,5,3
,Lexington,3,0,2,1,0,91,11,79,1,0
,Liberty Township,17,0,4,5,8,250,61,182,7,0
,Lima,404,1,48,97,258,"2,262",786,"1,357",119,20
,Lincoln Heights,11,0,2,5,4,47,13,32,2,1
,Liverpool Township,1,0,1,0,0,51,11,39,1,0
,Lockland,21,0,0,17,4,161,62,92,7,2
,Logan,9,1,3,4,1,446,87,350,9,1
,London,8,0,1,1,6,302,58,232,12,1
,Lorain,318,4,37,138,139,"3,190","1,320","1,738",132,24
,Lordstown,0,0,0,0,0,89,19,66,4,0
,Loudonville,0,0,0,0,0,71,10,59,2,0
,Louisville,6,0,2,3,1,235,53,176,6,1
,Loveland,5,0,1,2,2,155,24,124,7,0
,Madeira,1,0,1,0,0,51,4,47,0,0
,Madison,1,0,0,1,0,36,9,26,1,0
,"Madison Township, Franklin County",9,0,0,6,3,224,76,143,5,0
,"Madison Township, Lake County",35,0,4,2,29,208,35,163,10,2
,Mansfield,171,3,32,86,50,"3,063",913,"2,044",106,15
,Mariemont,1,1,0,0,0,74,0,74,0,0
,Marietta,13,0,2,3,8,204,32,167,5,3
,Marion,98,3,15,52,28,"2,501",865,"1,586",50,14
,Martins Ferry,8,0,1,3,4,66,16,50,0,0
,Marysville,12,0,7,4,1,442,64,374,4,1
,Mason,10,0,2,1,7,441,54,377,10,1
,Massillon,87,0,15,37,35,"1,209",348,832,29,12
,Mayfield Heights,13,0,0,10,3,369,34,320,15,3
,McArthur,4,0,0,2,2,63,15,43,5,0
,McComb,0,0,0,0,0,10,1,9,0,0
,Mechanicsburg,0,0,0,0,0,16,5,9,2,0
,Medina Township,0,0,0,0,0,99,9,88,2,0
,Mentor,43,0,9,24,10,"1,127",159,910,58,6
,Mentor-on-the-Lake,10,1,0,1,8,86,13,72,1,0
,Miamisburg,34,0,6,19,9,801,256,512,33,5
,"Miami Township, Clermont County",22,0,0,9,13,884,101,771,12,6
,"Miami Township, Montgomery County",48,1,5,17,25,"1,230",178,"1,018",34,6
,Middlefield,0,0,0,0,0,32,3,29,0,1
,Middleport,0,0,0,0,0,22,10,11,1,1
,Middletown,364,4,39,95,226,"4,369","1,309","2,949",111,9
,Mifflin Township,2,0,0,0,2,33,5,27,1,0
,Milford,12,0,1,7,4,407,26,377,4,1
,Millersburg,5,0,4,0,1,78,4,72,2,1
,Millersport,1,0,0,0,1,16,5,11,0,1
,Milton Township,1,0,1,0,0,53,13,35,5,0
,Minerva,2,0,1,0,1,114,20,87,7,0
,Mingo Junction,16,0,0,2,14,38,19,19,0,0
,Monroe,47,0,7,7,33,694,88,591,15,0
,Monroeville,0,0,0,0,0,23,5,17,1,1
,Montgomery,1,0,0,1,0,176,18,154,4,2
,Montpelier,8,0,5,0,3,204,35,166,3,1
,Montville Township,1,0,1,0,0,86,18,66,2,1
,Moraine,37,0,9,13,15,753,94,630,29,6
,Moreland Hills,0,0,0,0,0,19,9,9,1,0
,Mount Gilead,3,0,0,2,1,203,22,176,5,1
,Mount Healthy,11,1,2,8,0,214,65,137,12,0
,Mount Sterling,2,0,0,0,2,38,8,30,0,0
,Munroe Falls,1,0,0,0,1,37,8,29,0,1
,Nelsonville,11,0,3,8,0,260,66,182,12,0
,Newark,84,0,20,38,26,"2,066",467,"1,554",45,38
,New Boston,8,0,1,6,1,227,47,175,5,0
,Newcomerstown,9,0,3,1,5,91,27,61,3,1
,New Franklin,4,1,3,0,0,133,47,78,8,3
,New Lebanon,4,0,3,0,1,137,30,83,24,0
,New Lexington,5,0,2,1,2,216,36,170,10,0
,New London,2,0,1,0,1,22,8,13,1,0
,New Middletown,0,0,0,0,0,11,5,6,0,0
,New Philadelphia,12,0,1,6,5,123,5,116,2,0
,Newtown,0,0,0,0,0,30,6,24,0,0
,New Washington,2,0,0,0,2,7,3,4,0,0
,North Canton,15,0,3,5,7,317,81,229,7,2
,North Olmsted,17,0,1,10,6,562,86,448,28,3
,North Ridgeville,13,0,5,0,8,265,68,191,6,0
,Northwood,7,0,1,2,4,318,69,239,10,2
,Norwood,75,3,3,58,11,"1,405",281,"1,075",49,3
,Oberlin,20,0,6,9,5,241,43,195,3,2
,Olmsted Falls,8,0,3,0,5,66,15,49,2,0
,Olmsted Township,7,0,2,0,5,68,28,37,3,0
,Ontario,9,0,1,4,4,527,29,492,6,0
,Orange Village,1,0,0,0,1,17,6,7,4,0
,Oregon,40,1,1,10,28,847,156,646,45,3
,Orrville,9,1,5,0,3,170,51,115,4,2
,Ottawa Hills,5,0,2,0,3,54,19,33,2,0
,Oxford,81,0,13,5,63,593,151,425,17,7
,Painesville,55,0,8,22,25,537,142,380,15,2
,Parma Heights,25,0,7,7,11,343,58,267,18,0
,Pataskala,5,0,2,3,0,211,44,156,11,0
,Paulding,0,0,0,0,0,7,0,7,0,0
,Payne,0,0,0,0,0,11,5,6,0,0
,Peebles,3,0,1,0,2,39,11,28,0,1
,Pepper Pike,2,0,0,2,0,38,11,27,0,0
,Perrysburg,5,0,0,2,3,394,60,316,18,0
,"Perry Township, Allen County",0,0,0,0,0,35,4,31,0,0
,"Perry Township, Franklin County",1,0,1,0,0,47,12,35,0,0
,"Perry Township, Montgomery County",0,0,0,0,0,35,12,19,4,0
,Pickerington,17,0,3,6,8,349,46,300,3,1
,Pierce Township,3,0,1,2,0,157,40,113,4,0
,Pioneer,2,0,0,0,2,49,8,38,3,3
,Piqua,28,1,10,14,3,"1,245",220,"1,007",18,3
,Poland Township,2,0,0,0,2,108,26,76,6,0
,Poland Village,0,0,0,0,0,25,2,22,1,0
,Port Clinton,5,0,3,1,1,222,43,174,5,0
,Powell,4,0,1,1,2,101,21,72,8,1
,Reminderville,3,0,0,1,2,19,5,14,0,0
,Reynoldsburg,78,0,9,52,17,"1,049",201,813,35,1
,Richfield,0,0,0,0,0,23,3,18,2,0
,Richmond Heights,15,0,1,11,3,313,43,249,21,1
,Rittman,7,0,1,1,5,191,56,131,4,0
,Riverside,55,1,5,11,38,667,155,479,33,1
,Roaming Shores Village,0,0,0,0,0,23,9,13,1,0
,Rossford,1,0,0,1,0,154,23,130,1,1
,Ross Township,0,0,0,0,0,25,4,21,0,0
,Russells Point,3,0,0,0,3,46,10,34,2,0
,Russell Township,1,0,1,0,0,4,2,1,1,0
,Sabina,2,0,1,1,0,70,19,50,1,1
,Salem,2,0,1,0,1,414,35,370,9,0
,Sandusky,120,1,7,40,72,"1,366",327,"1,020",19,6
,Sebring,6,0,2,0,4,85,17,68,0,1
,Seven Hills,3,0,1,0,2,27,19,8,0,0
,Shaker Heights,34,0,1,25,8,625,196,360,69,0
,Sharonville,23,0,2,16,5,629,109,501,19,2
,Shawnee Township,3,1,0,0,2,106,34,68,4,0
,Sheffield Lake,1,0,0,1,0,153,31,117,5,1
,Shelby,8,0,2,5,1,391,74,310,7,0
,Sidney,58,1,9,19,29,"1,209",262,927,20,13
,Silverton,18,0,7,6,5,122,27,83,12,0
,Smith Township,2,0,1,1,0,66,10,53,3,0
,Smithville,2,0,1,1,0,27,6,21,0,0
,Solon,20,0,3,6,11,217,46,163,8,0
,Somerset,5,0,1,2,2,80,2,78,0,0
,South Bloomfield,0,0,0,0,0,41,7,34,0,0
,South Charleston,2,0,0,0,2,32,8,23,1,0
,South Euclid,28,0,1,22,5,434,116,292,26,1
,South Point,14,0,1,4,9,50,16,31,3,2
,South Russell,0,0,0,0,0,5,1,4,0,0
,Spencerville,3,0,2,1,0,62,19,43,0,0
,Springboro,10,0,0,1,9,161,32,126,3,1
,Springdale,23,2,2,12,7,654,59,575,20,3
,Springfield,390,3,32,209,146,"4,630","1,614","2,816",200,33
,"Springfield Township, Hamilton County",56,1,3,29,23,734,263,438,33,3
,"Springfield Township, Mahoning County",2,0,2,0,0,125,56,67,2,0
,"Springfield Township, Summit County",22,0,0,10,12,"1,042",140,868,34,1
,St. Clair Township,0,0,0,0,0,60,0,60,0,0
,Steubenville,80,2,6,41,31,"1,130",212,893,25,2
,Stow,23,0,6,10,7,732,105,618,9,7
,St. Paris,0,0,0,0,0,37,8,27,2,0
,Streetsboro,7,0,0,5,2,65,3,61,1,0
,Strongsville,26,0,3,12,11,932,121,786,25,1
,Struthers,4,0,1,3,0,224,53,162,9,0
,Sugarcreek Township,5,0,0,2,3,284,27,256,1,1
,Swanton,8,0,1,1,6,79,6,73,0,0
,Sycamore,0,0,0,0,0,11,7,4,0,0
,Sylvania Township,19,0,0,11,8,766,132,599,35,0
,Tallmadge,15,0,6,6,3,370,74,281,15,2
,Tipp City,5,0,2,2,1,209,26,180,3,2
,Toledo5,"2,868",30,124,"1,152","1,562",,"8,366",,"1,465",509
,Trotwood,84,2,13,39,30,"1,299",570,617,112,14
,Troy,17,0,4,11,2,880,156,705,19,2
,Twinsburg,11,0,4,4,3,169,30,132,7,0
,Uhrichsville,6,0,4,1,1,152,42,102,8,0
,Union,2,0,0,1,1,104,22,82,0,0
,"Union Township, Clermont County",49,0,14,32,3,"1,963",319,"1,611",33,4
,University Heights,17,0,5,7,5,280,49,225,6,0
,Upper Arlington,12,0,4,7,1,472,150,314,8,5
,Upper Sandusky,1,0,1,0,0,11,0,11,0,0
,Utica,2,0,0,0,2,50,9,41,0,0
,Vandalia,18,0,4,7,7,384,114,250,20,5
,Van Wert,29,1,4,5,19,449,138,305,6,8
,Vienna Township,3,0,1,0,2,76,26,42,8,0
,Village of Leesburg,0,0,0,0,0,27,6,20,1,0
,Wadsworth,16,0,6,4,6,382,70,307,5,1
,Waite Hill,0,0,0,0,0,4,1,3,0,0
,Walbridge,2,0,2,0,0,45,13,31,1,0
,Walton Hills,0,0,0,0,0,19,2,14,3,0
,Wapakoneta,6,0,2,0,4,126,13,108,5,1
