Table 8,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by City, 2014",,,,,,,,,,,
State,City,"Violent
crime","Murder and
nonnegligent
manslaughter","Rape
(revised
definition)1",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson3
,Maybrook Village6,0,0,0,0,0,12,2,9,1,0
,Mechanicville6,7,0,1,0,6,61,16,44,1,1
,Medina Village6,11,0,0,4,7,151,39,108,4,0
,Menands Village6,5,0,1,2,2,118,9,106,3,0
,Middleport Village,0,0,,0,0,32,3,25,4,0
,Middletown,122,1,,45,76,828,162,644,22,2
,Monroe Village6,7,0,1,3,3,168,15,149,4,1
,Montgomery Town6,5,0,0,0,5,56,13,42,1,0
,Montgomery Village,1,0,,0,1,22,0,22,0,0
,Monticello Village6,59,2,6,18,33,290,118,172,0,0
,Moravia Village,2,0,,0,2,28,4,24,0,0
,Moriah Town,6,0,,0,6,6,0,6,0,0
,Mount Hope Town6,0,0,0,0,0,19,3,15,1,0
,Mount Kisco Village6,26,0,0,8,18,117,23,91,3,0
,Mount Morris Village6,2,0,2,0,0,80,12,67,1,2
,Mount Pleasant Town,9,0,,2,7,205,35,169,1,1
,Mount Vernon6,490,6,29,195,260,"1,031",251,695,85,0
,Nassau Village6,0,0,0,0,0,17,0,16,1,0
,Newark Village6,34,0,10,5,19,283,45,228,10,0
,Newburgh6,411,1,14,124,272,866,230,577,59,11
,Newburgh Town6,26,1,1,13,11,"1,401",75,"1,317",9,2
,New Hartford Town and Village6,25,0,1,12,12,776,43,729,4,0
,New Paltz Town and Village,28,1,,0,27,203,31,169,3,0
,New Rochelle6,179,1,11,73,94,"1,213",145,"1,020",48,0
,New Windsor Town,33,0,,6,27,529,82,428,19,1
,New York6,"50,564",333,"2,190","16,581","31,460","135,747","15,916","112,107","7,724",
,New York Mills Village,7,0,,1,6,38,6,30,2,0
,Niagara Falls6,581,3,26,161,391,"2,641",650,"1,858",133,15
,Niagara Town6,16,0,0,7,9,397,35,354,8,0
,Niskayuna Town6,7,0,2,5,0,379,65,308,6,0
,Norfolk Town6,1,0,0,0,1,4,1,3,0,0
,North Castle Town,2,0,,1,1,63,9,52,2,0
,North Greenbush Town6,14,0,2,4,8,186,14,162,10,0
,Northport Village,3,0,,1,2,58,11,46,1,0
,North Syracuse Village,14,0,,3,11,95,15,76,4,0
,North Tonawanda6,47,2,2,15,28,481,116,354,11,18
,Northville Village,0,0,,0,0,0,0,0,0,0
,Norwich6,23,0,7,4,12,276,40,235,1,0
,Nunda Town and Village6,0,0,0,0,0,8,2,6,0,0
,Ocean Beach Village6,0,0,0,0,0,24,3,21,0,0
,Ogdensburg6,21,1,1,2,17,434,72,359,3,5
,Ogden Town6,17,0,2,3,12,244,24,210,10,1
,Old Brookville Village,2,0,,0,2,50,4,44,2,0
,Old Westbury Village,2,0,,2,0,44,13,28,3,0
,Olive Town6,2,0,0,0,2,22,10,12,0,0
,Oneida6,26,0,5,2,19,451,66,384,1,3
,Oneonta City6,26,0,8,5,13,248,45,202,1,6
,Orangetown Town6,33,0,2,8,23,307,39,261,7,0
,Orchard Park Town6,13,1,1,4,7,392,71,308,13,3
,Oriskany Village,0,0,,0,0,9,1,8,0,0
,Ossining Village,55,1,,28,25,211,47,156,8,1
,Oswego City6,50,0,12,7,31,628,103,518,7,2
,Owego Village6,11,0,3,2,6,145,24,116,5,0
,Oxford Village,0,0,,0,0,26,3,23,0,0
,Oyster Bay Cove Village,0,0,,0,0,15,4,9,2,0
,Palmyra Village6,0,0,0,0,0,25,5,20,0,0
,Peekskill6,54,0,2,11,41,189,22,164,3,0
,Pelham Manor Village6,4,0,0,4,0,127,11,116,0,0
,Pelham Village6,5,0,0,3,2,74,8,65,1,0
,Penn Yan Village,3,0,,1,2,55,4,50,1,0
,Perry Village6,7,0,2,0,5,60,12,45,3,0
,Phelps Village,0,0,,0,0,14,3,11,0,0
,Piermont Village,2,0,,0,2,25,1,23,1,0
,Plattekill Town6,4,0,0,1,3,78,21,55,2,0
,Pleasantville Village,1,1,,0,0,7,1,6,0,0
,Port Byron Village,0,0,,0,0,3,0,3,0,0
,Port Chester Village,65,0,,34,31,502,53,436,13,0
,Port Dickinson Village,0,0,,0,0,29,5,23,1,
,Port Jervis,23,1,,7,15,293,59,232,2,0
,Portville Village,0,0,,0,0,4,0,4,0,0
,Port Washington,5,0,,4,1,115,15,95,5,1
,Potsdam Village6,3,0,0,0,3,157,11,143,3,0
,Poughkeepsie6,272,3,27,95,147,668,165,497,6,4
,Poughkeepsie Town6,52,0,4,30,18,"1,414",99,"1,303",12,3
,Pound Ridge Town6,3,0,0,0,3,39,5,34,0,0
,Pulaski Village,2,0,,1,1,26,5,21,0,0
,Quogue Village,0,0,,0,0,29,3,26,0,0
,Ramapo Town6,64,0,6,18,40,643,89,536,18,2
,Red Hook Village,0,0,,0,0,63,12,51,0,0
,Rensselaer City,14,0,,1,13,147,29,106,12,0
,Rhinebeck Village,2,0,,1,1,27,5,22,0,0
,Rochester6,"1,765",27,190,698,850,"8,856","2,125","6,058",673,135
,Rockville Centre Village,17,0,,10,7,194,8,174,12,0
,Rome6,28,2,1,7,18,625,156,450,19,2
,Rosendale Town6,2,0,0,0,2,41,7,33,1,0
,Rotterdam Town,13,1,,4,8,901,110,769,22,4
,Rouses Point Village,0,0,,0,0,21,9,12,0,0
,Rye6,4,0,0,3,1,54,4,49,1,0
,Rye Brook Village,2,0,,2,0,92,12,78,2,0
,Sackets Harbor Village6,0,0,0,0,0,1,1,0,0,0
,Sag Harbor Village,0,0,,0,0,57,5,51,1,0
,Salamanca6,23,0,2,1,20,106,35,62,9,2
,Sands Point Village,0,0,,0,0,9,0,6,3,0
,Saranac Lake Village6,8,0,0,0,8,117,27,88,2,0
,Saratoga Springs6,64,0,8,16,40,590,97,482,11,1
,Saugerties Town,11,0,,3,8,217,43,168,6,3
,Scarsdale Village,1,0,,1,0,129,24,102,3,0
,Schenectady6,575,5,57,158,355,"2,518",642,"1,752",124,19
,Schodack Town6,7,0,1,0,6,70,19,48,3,0
,Schoharie Village,0,0,,0,0,0,0,0,0,0
,Scotia Village6,13,0,0,3,10,150,22,118,10,0
,Seneca Falls Town6,17,0,4,1,12,314,39,270,5,0
,Shandaken Town6,2,0,0,0,2,67,24,42,1,0
,Shawangunk Town6,6,0,1,3,2,67,20,47,0,0
,Shelter Island Town6,1,0,1,0,0,36,9,26,1,0
,Sherrill6,0,0,0,0,0,21,6,15,0,0
,Shortsville Village,0,0,,0,0,0,0,0,0,0
,Sidney Village6,13,0,3,0,10,132,14,114,4,0
,Skaneateles Village,1,0,,0,1,6,0,6,0,0
,Sleepy Hollow Village,8,0,,4,4,53,10,41,2,0
,Sodus Point Village6,0,0,0,0,0,8,1,7,0,0
,Sodus Village6,1,0,0,0,1,24,4,20,0,0
,Solvay Village,19,0,,6,13,143,26,109,8,0
,Southampton Town6,47,0,3,18,26,778,132,585,61,3
,Southampton Village,2,0,,0,2,84,6,77,1,0
,South Glens Falls Village6,1,0,0,1,0,97,9,86,2,0
,South Nyack Village6,2,0,1,0,1,11,2,9,0,0
,Southold Town6,8,0,0,2,6,308,61,242,5,0
,Spring Valley Village6,131,0,8,38,85,391,77,303,11,4
,Stillwater Town,0,0,,0,0,29,5,23,1,0
,St. Johnsville Village6,0,0,0,0,0,54,7,47,0,0
,Stockport Town,0,0,,0,0,1,1,0,0,0
,Stony Point Town6,11,0,2,1,8,103,17,81,5,0
,Suffern Village,5,1,,0,4,61,10,50,1,0
,Syracuse6,"1,164",20,70,406,668,"5,755","1,404","3,986",365,57
,Tarrytown Village,6,0,,3,3,86,20,63,3,1
,Ticonderoga Town6,13,0,5,0,8,56,13,40,3,2
,Tonawanda6,21,0,4,3,14,351,40,298,13,3
,Tonawanda Town6,95,1,13,34,47,"1,015",148,827,40,0
,Troy,350,7,,110,233,"2,182",540,"1,512",130,13
,Trumansburg Village6,0,0,0,0,0,55,6,46,3,0
,Tuckahoe Village,2,0,,0,2,45,3,38,4,0
,Tupper Lake Village6,13,0,4,3,6,114,25,85,4,0
,Tuxedo Park Village,0,0,,0,0,0,0,0,0,0
,Tuxedo Town6,2,0,0,1,1,2,0,2,0,0
,Ulster Town6,15,0,1,4,10,390,22,362,6,1
,Utica6,402,6,35,124,237,"2,366",432,"1,826",108,6
,Vernon Village,1,0,,0,1,15,2,13,0,0
,Vestal Town6,11,0,4,1,6,580,38,524,18,0
,Walden Village6,9,0,0,0,9,89,10,75,4,2
,Wallkill Town6,43,0,2,19,22,506,59,430,17,2
,Walton Village6,10,0,1,1,8,75,15,59,1,2
,Warsaw Village6,5,0,1,0,4,75,6,69,0,1
,Washingtonville Village,2,0,,0,2,59,5,53,1,0
,Waterford Town and Village,1,0,,1,0,58,14,44,0,0
,Waterloo Village6,13,0,2,1,10,154,22,127,5,0
,Watertown6,153,0,47,17,89,"1,296",193,"1,097",6,3
,Watervliet6,20,0,2,10,8,199,32,152,15,0
,Watkins Glen Village6,2,0,0,0,2,103,10,93,0,0
,Waverly Village6,4,0,2,0,2,20,6,13,1,0
,Webster Town and Village6,27,1,6,7,13,496,67,418,11,1
,Weedsport Village,2,0,,0,2,21,7,14,0,0
,Wellsville Village,18,0,,0,18,156,40,114,2,1
,Westfield Village6,1,0,0,0,1,9,2,7,0,2
,Westhampton Beach Village,2,0,,0,2,33,8,23,2,0
,West Seneca Town6,38,0,3,17,18,764,111,631,22,1
,Whitehall Village6,13,0,3,0,10,44,6,37,1,0
,White Plains6,105,1,5,25,74,"1,046",55,968,23,0
,Whitesboro Village,5,0,,1,4,41,10,29,2,0
,Whitestown Town,0,0,,0,0,71,16,55,0,0
,Windham Town6,1,0,0,0,1,18,8,9,1,0
,Wolcott Village,0,0,,0,0,4,0,4,0,0
,"Woodbury Town4, 6",4,0,0,1,3,,5,,0,0
,Woodstock Town6,3,0,1,2,0,43,14,29,0,0
,Yonkers6,974,3,33,358,580,"2,009",414,"1,395",200,15
,Yorktown Town6,13,0,0,0,13,209,24,182,3,0
,Youngstown Village6,0,0,0,0,0,1,0,1,0,0
NORTH CAROLINA,Aberdeen,10,0,,4,5,350,43,292,15,3
,Ahoskie,51,4,,9,36,328,91,228,9,1
,Albemarle,94,1,,19,68,782,265,472,45,11
,Andrews,4,0,,1,3,76,32,35,9,0
,Angier,22,0,,3,17,115,56,52,7,0
,Apex,28,0,,10,15,462,109,347,6,2
,Archdale,16,0,,5,11,253,72,170,11,1
,Asheboro,68,0,,31,36,"1,560",290,"1,220",50,3
,Asheville,501,4,,194,260,"4,277",841,"3,164",272,17
,Atlantic Beach,3,0,,0,2,141,39,94,8,1
,Ayden,36,0,,4,29,167,48,113,6,1
,Bailey,0,0,,0,0,39,6,32,1,1
,Bald Head Island,0,0,,0,0,33,4,26,3,0
,Banner Elk,1,0,,0,1,29,5,24,0,0
,Beaufort,8,0,,0,6,145,27,115,3,0
,Belhaven,4,0,,1,2,27,9,18,0,0
,Belmont,22,0,,9,13,420,33,379,8,1
,Benson,22,1,,8,9,161,32,125,4,0
,Bessemer City,8,0,,3,4,125,33,86,6,0
,Bethel,7,0,,1,6,38,2,34,2,0
,Biltmore Forest,0,0,,0,0,10,3,7,0,0
,Biscoe,9,0,,0,8,236,29,205,2,3
,Black Mountain,3,1,,0,2,138,30,97,11,0
,Blowing Rock,4,0,,0,4,28,6,20,2,0
,Boiling Spring Lakes,11,0,,0,10,144,19,120,5,2
,Boone,33,0,,5,18,349,54,278,17,4
,Brevard,11,0,,2,8,227,41,179,7,2
,Bunn,2,0,,0,2,30,4,26,0,0
,Burgaw,9,0,,3,6,154,12,137,5,0
,Burlington,352,3,,88,241,"2,064",460,"1,506",98,8
,Burnsville,1,0,,0,1,66,11,52,3,0
,Butner,30,1,,8,21,172,34,134,4,1
,Canton,10,0,,0,9,215,46,157,12,0
,Cape Carteret,4,0,,1,3,25,2,22,1,2
,Carolina Beach,15,1,,1,13,258,47,199,12,1
,Carrboro,31,0,,2,27,494,127,347,20,1
,Carthage,6,0,,1,5,88,18,65,5,0
,Cary,98,3,,33,56,"1,711",325,"1,331",55,7
,Catawba,1,0,,0,1,23,12,11,0,0
,Chadbourn,22,1,,6,15,193,69,120,4,2
,Chapel Hill,86,2,,29,42,"1,347",360,921,66,3
,Charlotte-Mecklenburg,"5,054",47,,"1,586","3,211","30,565","6,031","22,827","1,707",165
,Cherryville,21,0,,5,15,190,37,146,7,2
,China Grove,11,0,,3,6,73,14,55,4,2
,Claremont,8,0,,2,6,27,7,17,3,0
,Clayton,35,2,,6,25,406,109,287,10,0
,Cleveland,6,0,,0,6,18,11,7,0,2
,Clinton,37,0,,10,25,465,103,348,14,3
,Coats,1,0,,0,1,82,29,46,7,0
,Columbus,0,0,,0,0,23,2,21,0,0
,Concord,96,2,,41,42,"2,408",347,"1,957",104,8
,Conover,21,0,,2,18,426,65,347,14,1
,Cornelius,33,0,,8,23,386,53,326,7,1
,Cramerton,10,0,,1,7,88,20,63,5,0
,Creedmoor,16,0,,1,14,89,16,70,3,1
,Davidson,8,0,,1,6,125,19,103,3,1
,Dobson,3,0,,0,2,37,1,34,2,0
,Drexel,1,0,,0,1,35,16,19,0,0
,Dunn,68,0,,23,43,696,121,548,27,3
,Durham,"1,834",21,,654,"1,086","11,085","3,652","6,853",580,25
,Eden,61,1,,15,44,497,136,338,23,5
,Edenton,29,0,,5,22,170,43,122,5,0
,Elizabeth City,91,1,,22,65,796,250,533,13,1
,Elkin,10,0,,2,7,444,56,381,7,0
,Elon,3,0,,2,1,100,36,64,0,1
,Emerald Isle,17,1,,2,13,228,93,131,4,0
,Erwin,17,0,,6,10,229,42,178,9,2
,Fairmont,30,1,,11,16,171,55,108,8,1
,Farmville,16,0,,10,5,170,38,128,4,0
,Fayetteville,"1,039",19,,470,478,"10,524","2,510","7,427",587,48
,Fletcher,2,0,,1,1,125,51,67,7,0
,Forest City,9,0,,3,6,522,97,402,23,1
,Franklin,15,0,,0,15,238,70,160,8,0
,Franklinton,17,1,,6,10,85,20,61,4,1
,Fuquay-Varina,57,1,,14,38,654,175,443,36,2
,Garner,51,0,,27,23,"1,213",178,990,45,1
,Gastonia,484,1,,113,347,"3,688",636,"2,852",200,21
,Gibsonville,4,0,,1,3,113,75,36,2,0
,Goldsboro,328,6,,74,247,"2,209",462,"1,655",92,5
,Graham,68,0,,19,46,575,139,403,33,1
,Granite Falls,12,0,,3,5,240,29,208,3,2
,Greensboro,"1,346",23,,487,784,"10,160","2,508","7,119",533,114
,Greenville,468,4,,144,307,"3,685",800,"2,771",114,4
,Hamlet,31,0,,10,19,307,134,160,13,5
,Havelock,16,0,,4,11,383,83,294,6,0
,Haw River,15,0,,1,13,65,25,39,1,0
,Henderson,229,4,,49,172,"1,434",348,"1,027",59,10
,Hendersonville,45,1,,14,25,555,66,460,29,0
,Hertford,14,0,,2,12,64,27,36,1,1
,Hickory,158,0,,38,100,"1,895",357,"1,442",96,12
,Highlands,0,0,,0,0,58,15,41,2,0
,High Point,505,4,,142,336,"3,863",998,"2,628",237,28
,Hillsborough,55,0,,10,45,386,37,337,12,2
,Holden Beach,0,0,,0,0,84,56,28,0,0
,Holly Ridge,11,1,,0,10,53,30,21,2,1
,Holly Springs,20,1,,7,12,268,47,216,5,3
,Hope Mills,70,1,,22,45,"1,011",167,822,22,4
,Hudson,3,1,,0,1,112,16,96,0,1
,Huntersville,58,1,,15,35,"1,005",149,829,27,5
,Indian Beach,0,0,,0,0,9,1,8,0,0
,Jefferson,1,0,,0,1,13,3,9,1,0
,Jonesville,18,0,,0,15,109,31,72,6,1
,Kannapolis,80,0,,26,48,962,243,641,78,11
,Kenansville,2,0,,0,2,28,10,18,0,0
,Kernersville,81,0,,20,56,917,123,763,31,4
,Kill Devil Hills,43,2,,3,33,342,116,217,9,1
,King,22,0,,2,19,210,41,164,5,0
,Kings Mountain,22,1,,9,11,293,73,213,7,0
,Kinston,391,5,,55,325,"1,425",326,"1,056",43,7
,Kitty Hawk,8,0,,0,3,123,28,95,0,0
,Knightdale,25,0,,10,15,411,54,349,8,2
,Lake Lure,0,0,,0,0,15,3,12,0,0
,Lake Waccamaw,0,0,,0,0,46,23,21,2,0
,Landis,3,0,,0,3,51,25,25,1,0
,Laurel Park,0,0,,0,0,15,0,14,1,0
,Laurinburg,163,1,,29,125,864,451,382,31,7
,Leland,16,2,,4,8,333,150,173,10,2
,Lenoir,43,1,,13,28,783,210,541,32,3
,Lexington,84,2,,33,46,645,216,401,28,3
,Lillington,16,1,,5,10,167,56,101,10,0
,Lincolnton,51,1,,8,36,477,76,387,14,3
,Long View,26,2,,7,15,231,82,134,15,0
,Louisburg,21,1,,11,9,147,33,109,5,1
,Lumberton,363,11,,119,222,"3,013",642,"2,232",139,3
,Madison,12,0,,1,10,98,33,65,0,0
,Maggie Valley,5,0,,1,3,68,9,56,3,0
,Maiden,7,0,,2,5,128,31,84,13,0
,Manteo,5,0,,2,3,41,7,30,4,0
,Marion,33,2,,6,25,613,185,407,21,5
,Mars Hill,0,0,,0,0,32,15,16,1,0
,Marshville,9,1,,1,6,108,33,70,5,0
,Matthews,45,0,,21,23,751,97,622,32,2
,Mayodan,7,0,,0,7,211,18,191,2,0
,Maysville,3,0,,1,2,6,2,3,1,0
,Mebane,21,0,,6,14,608,95,507,6,2
,Middlesex,0,0,,0,0,18,8,10,0,0
,Mint Hill,34,0,,12,19,512,147,352,13,4
,Mocksville,12,0,,2,10,244,42,194,8,1
,Monroe,156,5,,47,99,"1,789",363,"1,361",65,8
,Mooresville,79,1,,26,46,"1,033",133,856,44,7
,Morehead City,46,1,,6,38,433,72,349,12,3
,Morganton,43,3,,11,26,645,147,479,19,11
,Morrisville,11,1,,6,3,468,62,377,29,1
,Mount Airy,47,0,,5,39,492,100,368,24,2
,Mount Holly,18,0,,5,12,232,73,148,11,0
,Mount Olive,23,0,,5,18,272,52,216,4,2
,Murfreesboro,4,0,,1,3,75,36,37,2,0
,Murphy,13,0,,2,10,159,31,127,1,0
,Nags Head,5,0,,0,4,168,69,98,1,1
,New Bern,122,0,,38,77,"1,267",310,936,21,1
,Newland,1,0,,0,1,16,4,11,1,0
,Newport,10,0,,3,7,127,27,95,5,0
,Newton,63,2,,8,48,436,111,317,8,4
,North Topsail Beach,5,0,,0,4,45,22,22,1,0
,North Wilkesboro,19,0,,1,17,159,15,142,2,0
,Oak Island,20,0,,0,20,311,113,193,5,1
,Oxford,77,0,,19,56,587,225,345,17,6
,Pembroke,19,0,,8,10,259,1,250,8,5
,Pilot Mountain,4,0,,1,2,106,26,78,2,0
,Pinehurst,1,0,,1,0,114,0,113,1,0
,Pine Knoll Shores,2,0,,0,1,34,13,19,2,0
,Pineville,44,0,,17,24,982,95,860,27,0
,Pittsboro,14,1,,2,9,86,7,75,4,2
,Plymouth,19,1,,3,14,150,11,131,8,1
,Raeford,22,0,,8,13,234,40,185,9,1
,Randleman,17,0,,3,14,531,83,447,1,0
,Reidsville,45,2,,14,24,739,157,562,20,2
,Richlands,2,0,,0,2,23,5,18,0,0
,River Bend,2,0,,0,2,12,6,6,0,0
,Roanoke Rapids,91,3,,36,47,"1,028",268,740,20,5
,Robbins,0,0,,0,0,27,18,9,0,0
,Robersonville,18,0,,2,16,44,16,25,3,0
,Rockingham,31,1,,12,16,923,160,748,15,4
,Rockwell,1,0,,1,0,61,12,46,3,0
,Rocky Mount,533,15,,113,390,"2,744",735,"1,929",80,19
,Rolesville,6,0,,2,3,107,18,86,3,0
,Rose Hill,3,0,,2,1,45,13,30,2,1
,Rowland,4,0,,2,2,39,15,23,1,0
,Roxboro,29,0,,3,24,427,91,323,13,0
,Rutherfordton,0,0,,0,0,137,0,136,1,0
,Salisbury,239,5,,65,156,"1,729",412,"1,201",116,11
,Sanford,79,6,,36,37,"1,014",207,776,31,2
,Scotland Neck,23,2,,3,16,66,27,33,6,0
,Selma,58,1,,26,27,289,121,164,4,3
,Shallotte,16,0,,2,10,186,42,134,10,2
,Shelby,146,4,,32,106,716,217,466,33,1
,Siler City,29,0,,8,16,386,84,287,15,0
,Smithfield,85,0,,25,57,672,103,548,21,5
,Snow Hill,6,0,,0,6,44,6,38,0,0
,Southern Pines,75,0,,18,54,521,132,378,11,0
,Southport,2,0,,2,0,74,7,65,2,0
,Spencer,35,3,,5,26,132,34,92,6,0
,Spring Hope,4,0,,3,0,16,3,13,0,0
,Spring Lake,87,1,,37,47,607,177,408,22,5
,Stallings,18,0,,4,14,186,50,122,14,2
,Stanley,5,0,,2,2,102,29,66,7,1
,Star,3,0,,0,1,19,3,13,3,0
,Statesville,161,3,,41,108,"1,150",283,823,44,0
,St. Pauls,8,0,,1,7,98,31,67,0,0
,Sunset Beach,1,0,,0,1,95,53,39,3,1
,Surf City,13,0,,1,12,120,12,105,3,0
,Swansboro,8,0,,1,6,87,21,64,2,0
,Sylva,13,0,,0,12,178,29,139,10,1
,Tabor City,36,1,,5,29,154,33,110,11,2
,Tarboro,21,0,,6,14,421,78,341,2,2
,Taylorsville,3,0,,1,1,130,39,91,0,0
,Thomasville,101,1,,32,63,"1,059",266,730,63,4
,Trent Woods,2,0,,0,2,27,5,21,1,0
,Troutman,4,0,,1,2,82,26,53,3,0
,Troy,5,0,,1,4,87,27,57,3,0
,Tryon,0,0,,0,0,32,18,13,1,0
,Valdese,4,0,,2,2,77,10,64,3,0
,Vass,0,0,,0,0,29,6,22,1,0
,Wadesboro,56,2,,10,42,402,111,272,19,2
,Wake Forest,56,1,,9,43,738,89,630,19,0
,Wallace,21,0,,5,15,229,56,165,8,7
,Warsaw,6,0,,0,6,107,27,78,2,1
,Washington,75,0,,18,55,671,122,534,15,2
,Waxhaw,7,1,,1,5,121,25,96,0,1
,Waynesville,29,0,,4,20,332,101,218,13,2
,Weaverville,4,0,,2,1,191,15,171,5,0
,Weldon,28,5,,3,20,59,18,38,3,1
,Wendell,12,0,,4,8,128,25,97,6,0
,Whispering Pines,0,0,,0,0,18,7,11,0,0
,Whitakers,3,1,,2,0,16,4,12,0,0
,White Lake,2,0,,0,2,46,9,37,0,0
,Whiteville,83,1,,18,64,721,211,477,33,5
,Wilkesboro,14,0,,2,11,311,11,295,5,1
,Williamston,84,2,,16,63,394,105,282,7,9
,Wilmington,766,18,,237,475,"5,172","1,343","3,475",354,17
,Wilson,265,4,,89,167,"1,901",434,"1,376",91,4
,Wilson's Mills,6,0,,1,4,47,22,21,4,0
,Windsor,5,0,,0,4,68,18,49,1,0
,Wingate,13,0,,2,11,75,26,47,2,2
,Winston-Salem,"1,696",13,,428,"1,178","12,896","3,724","8,467",705,77
,Winterville,12,0,,4,8,161,35,119,7,0
,Woodfin,13,0,,3,9,97,49,43,5,0
,Wrightsville Beach,10,0,,2,7,223,53,169,1,0
,Yadkinville,6,0,,0,5,114,20,89,5,0
,Zebulon,23,0,,6,17,331,54,269,8,4
NORTH DAKOTA,Belfield,0,0,0,0,0,7,3,2,2,0
,Berthold,0,0,0,0,0,8,0,8,0,0
,Beulah,2,0,0,0,2,7,1,4,2,0
,Bismarck,185,1,23,14,147,"1,705",211,"1,382",112,2
,Burlington,0,0,0,0,0,4,1,3,0,0
,Carrington,1,0,0,1,0,10,0,9,1,0
,Cavalier,1,0,0,0,1,26,6,20,0,0
,Devils Lake,19,0,8,1,10,351,53,273,25,4
,Dickinson,50,1,0,1,48,646,67,503,76,2
,Ellendale,4,0,1,0,3,11,1,10,0,0
,Fargo,410,4,80,76,250,"3,042",539,"2,304",199,15
,Fessenden,0,0,0,0,0,0,0,0,0,0
,Grafton,11,0,5,0,6,121,23,90,8,0
,Grand Forks,127,1,24,15,87,"1,545",246,"1,208",91,6
,Harvey,2,0,1,0,1,32,5,26,1,1
,Jamestown,40,0,9,8,23,443,85,337,21,4
,Kenmare,0,0,0,0,0,4,1,1,2,0
,Killdeer,7,0,3,0,4,10,3,6,1,0
,Kulm,0,0,0,0,0,0,0,0,0,0
,Lamoure,0,0,0,0,0,1,0,1,0,0
,Lincoln,3,0,1,0,2,28,3,19,6,0
,Lisbon,1,0,0,0,1,32,6,26,0,0
,Mandan,52,2,10,4,36,609,59,507,43,3
,Medora,0,0,0,0,0,1,0,0,1,0
,Minot,151,1,35,18,97,"1,207",223,867,117,2
,Napoleon,0,0,0,0,0,6,0,6,0,0
,New Town,2,0,0,2,0,7,2,4,1,0
,Northwood,0,0,0,0,0,5,2,3,0,0
,Oakes,1,0,0,0,1,0,0,0,0,0
,Powers Lake,1,0,0,0,1,8,2,6,0,0
,Rolla,1,0,0,1,0,13,2,11,0,0
,Rugby,3,0,0,0,3,39,4,30,5,0
,Scranton,0,0,0,0,0,0,0,0,0,0
,Sherwood,1,0,0,0,1,2,1,1,0,0
,South Heart,0,0,0,0,0,0,0,0,0,0
,Stanley,1,0,0,0,1,12,1,7,4,0
,Steele,0,0,0,0,0,3,1,2,0,0
,Surrey,3,0,0,0,3,13,4,9,0,0
,Thompson,0,0,0,0,0,5,1,4,0,0
,Tioga,4,0,0,0,4,27,3,18,6,0
,Valley City,19,0,6,2,11,129,24,96,9,4
,Wahpeton,16,0,5,1,10,150,18,130,2,4
,Watford City,23,0,6,0,17,119,22,82,15,0
,West Fargo,56,0,6,3,47,543,128,366,49,3
,Williston,121,2,24,7,88,"1,194",124,848,222,6
,Wishek,1,0,0,0,1,0,0,0,0,0
OHIO,Ada,6,0,1,1,4,82,19,60,3,0
,Akron,"1,358",26,171,435,726,"9,061","2,871","5,611",579,67
,Alliance,75,1,9,19,46,946,176,749,21,8
,Amberley Village,0,0,,0,0,43,2,39,2,0
,Amelia,2,0,0,2,0,33,7,26,0,0
,American Township,2,0,0,0,2,203,26,174,3,0
,Amherst,3,0,1,2,0,195,24,165,6,0
,Ashland,15,1,11,1,2,498,94,390,14,0
,Ashville,2,0,0,0,2,37,4,32,1,0
,Athens,26,0,8,1,17,360,46,311,3,2
,Aurora7,9,0,1,1,7,161,22,133,6,0
,Austintown,63,1,16,16,30,982,218,746,18,1
,Baltimore,0,0,0,0,0,22,4,17,1,0
,Barberton,68,0,13,14,41,"1,004",173,793,38,3
,Batavia,2,0,1,0,1,61,3,57,1,0
,"Bath Township, Summit County",7,0,2,0,5,113,15,97,1,0
,Beachwood,12,0,1,7,4,635,104,525,6,1
,Beavercreek,24,0,6,11,7,"1,007",97,895,15,3
,Beaver Township,3,0,1,0,2,125,44,77,4,1
,Bedford,24,0,,10,10,425,40,362,23,0
,Bedford Heights,34,1,,15,15,257,59,154,44,0
,Bellbrook,3,0,2,1,0,71,8,63,0,0
,Bellefontaine,29,0,12,6,11,602,98,498,6,1
,Bellville,1,0,0,0,1,48,5,40,3,0
,Belpre,5,0,1,0,4,95,21,71,3,1
,Berea,19,0,2,10,7,194,34,143,17,
,Bethel,7,1,0,0,6,119,16,102,1,0
,Beverly,1,0,0,0,1,32,4,28,0,0
,Bexley,15,1,4,8,2,435,132,291,12,2
,Blue Ash,7,0,3,4,0,337,53,271,13,1
,Bluffton,4,0,,1,2,36,8,27,1,
,Boardman,65,1,15,35,14,"1,825",262,"1,520",43,8
,Boston Heights,1,0,0,0,1,12,1,8,3,0
,Bowling Green,39,0,16,10,13,637,93,529,15,1
,Brady Lake,0,0,0,0,0,0,0,0,0,0
,Brecksville,0,0,0,0,0,65,15,48,2,0
,Bridgeport,5,0,0,2,3,17,4,12,1,2
,Broadview Heights,23,0,0,0,23,26,9,15,2,0
,Brooklyn,29,1,,15,7,699,62,584,53,0
,Brookville,4,0,,1,1,84,20,63,1,0
,Brunswick,19,0,1,2,16,306,39,249,18,1
,Brunswick Hills Township,2,0,1,0,1,52,14,34,4,1
,Bucyrus,29,0,3,7,19,748,149,586,13,2
